contract_uid,contract_type,dataset,contract_basename,pdf_path,is_pdf_renamed,txt_path,is_txt_matched,is_txt_renamed,raw_html_path,is_raw_html_matched,is_raw_html_renamed,processed_html_path,ocr_results_path,pipeline_results_path,pipeline_results_csv_path,pipeline_results_json_path,processing_status
ct_493,Strategic Alliance,cuad,"ROCKYMOUNTAINCHOCOLATEFACTORY,INC_12_23_2019-EX-10.2-STRATEGIC ALLIANCE AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Strategic Alliance/ct_493.PDF,True,CUAD_v1/full_contract_txt/ct_493.txt,True,True,,False,False,,,,,,
ct_494,Strategic Alliance,cuad,"SUCAMPOPHARMACEUTICALS,INC_11_04_2015-EX-10.2-STRATEGIC ALLIANCE AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Strategic Alliance/ct_494.PDF,True,CUAD_v1/full_contract_txt/ct_494.txt,True,True,CUAD_v1/contract_raw_html/ct_494.htm,True,True,,,,,,
ct_495,Strategic Alliance,cuad,"TURNKEYCAPITAL,INC_07_20_2017-EX-1.1-Strategic Alliance Agreement",CUAD_v1/full_contract_pdf/Part_III/Strategic Alliance/ct_495.PDF,True,CUAD_v1/full_contract_txt/ct_495.txt,True,True,,False,False,,,,,,
ct_496,Strategic Alliance,cuad,USASYNTHETICFUELCORP_10_21_2010-EX-10.10-STRATEGIC ALLIANCE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Strategic Alliance/ct_496.PDF,True,CUAD_v1/full_contract_txt/ct_496.txt,True,True,CUAD_v1/contract_raw_html/ct_496.html,True,True,,,,,,
ct_497,Strategic Alliance,cuad,"VIRTUALSCOPICS,INC_11_12_2010-EX-10.1-STRATEGIC ALLIANCE AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Strategic Alliance/ct_497.PDF,True,CUAD_v1/full_contract_txt/ct_497.txt,True,True,,False,False,,,,,,
ct_498,Strategic Alliance,cuad,"WASTE2ENERGYHOLDINGS,INC_06_03_2010-EX-10.2-STRATEGIC ALLIANCE AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Strategic Alliance/ct_498.PDF,True,CUAD_v1/full_contract_txt/ct_498.txt,True,True,,False,False,,,,,,
ct_499,Strategic Alliance,cuad,"XLITECHNOLOGIES,INC_12_02_2015-EX-10.02-STRATEGIC ALLIANCE AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Strategic Alliance/ct_499.PDF,True,CUAD_v1/full_contract_txt/ct_499.txt,True,True,,False,False,,,,,,
ct_5,Affiliate_Agreements,cuad,SouthernStarEnergyInc_20051202_SB-2A_EX-9_801890_EX-9_Affiliate Agreement,CUAD_v1/full_contract_pdf/Part_I/Affiliate_Agreements/ct_5.pdf,True,CUAD_v1/full_contract_txt/ct_5.txt,True,True,,False,False,,,,,,
ct_50,Development,cuad,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,CUAD_v1/full_contract_pdf/Part_I/Development/ct_50.pdf,True,CUAD_v1/full_contract_txt/ct_50.txt,True,True,,False,False,,,,,,
ct_500,Supply,cuad,"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER SUPPLY AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Supply/ct_500.PDF,True,CUAD_v1/full_contract_txt/ct_500.txt,True,True,,False,False,,,,,,
ct_501,Supply,cuad,BIOFRONTERAAG_04_29_2019-EX-4.17-SUPPLY AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Supply/ct_501.PDF,True,CUAD_v1/full_contract_txt/ct_501.txt,True,True,,False,False,,,,,,
ct_502,Supply,cuad,FUSIONPHARMACEUTICALSINC_06_05_2020-EX-10.17-Supply Agreement - FUSION,CUAD_v1/full_contract_pdf/Part_III/Supply/ct_502.PDF,True,CUAD_v1/full_contract_txt/ct_502.txt,True,True,,False,False,,,,,,
ct_503,Supply,cuad,"HEMISPHERX - Sales, Marketing, Distribution, and Supply Agreement",CUAD_v1/full_contract_pdf/Part_III/Supply/ct_503.PDF,True,CUAD_v1/full_contract_txt/ct_503.txt,True,True,,False,False,,,,,,
ct_504,Supply,cuad,"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Supply/ct_504.PDF,True,CUAD_v1/full_contract_txt/ct_504.txt,True,True,,False,False,,,,,,
ct_505,Supply,cuad,ULTRAGENYXPHARMACEUTICALINC_12_23_2013-EX-10.9-SUPPLY AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Supply/ct_505.PDF,True,CUAD_v1/full_contract_txt/ct_505.txt,True,True,,False,False,,,,,,
ct_506,Supply,cuad,"VAXCYTE,INC_05_22_2020-EX-10.19-SUPPLY AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Supply/ct_506.PDF,True,CUAD_v1/full_contract_txt/ct_506.txt,True,True,,False,False,,,,,,
ct_507,Supply,cuad,VERICELCORP_08_06_2019-EX-10.10-SUPPLY AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Supply/ct_507.PDF,True,CUAD_v1/full_contract_txt/ct_507.txt,True,True,CUAD_v1/contract_raw_html/ct_507.html,True,True,,,,,,
ct_508,Transportation,cuad,ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Transportation/ct_508.PDF,True,CUAD_v1/full_contract_txt/ct_508.txt,True,True,,False,False,,,,,,
ct_509,Transportation,cuad,ENTERPRISEPRODUCTSPARTNERSLP_07_08_1998-EX-10.3-TRANSPORTATION CONTRACT,CUAD_v1/full_contract_pdf/Part_III/Transportation/ct_509.PDF,True,CUAD_v1/full_contract_txt/ct_509.txt,True,True,,False,False,,,,,,
ct_51,Development,cuad,ReedsInc_20191113_10-Q_EX-10.4_11888303_EX-10.4_Development Agreement,CUAD_v1/full_contract_pdf/Part_I/Development/ct_51.pdf,True,CUAD_v1/full_contract_txt/ct_51.txt,True,True,,False,False,,,,,,
ct_510,Transportation,cuad,MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Transportation/ct_510.PDF,True,CUAD_v1/full_contract_txt/ct_510.txt,True,True,,False,False,,,,,,
ct_52,Development,cuad,RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,CUAD_v1/full_contract_pdf/Part_I/Development/ct_52.pdf,True,CUAD_v1/full_contract_txt/ct_52.txt,True,True,,False,False,,,,,,
ct_53,Development,cuad,RitterPharmaceuticalsInc_20200313_S-4A_EX-10.54_12055220_EX-10.54_Development Agreement,CUAD_v1/full_contract_pdf/Part_I/Development/ct_53.pdf,True,CUAD_v1/full_contract_txt/ct_53.txt,True,True,,False,False,,,,,,
ct_54,Development,cuad,VgrabCommunicationsInc_20200129_10-K_EX-10.33_11958828_EX-10.33_Development Agreement,CUAD_v1/full_contract_pdf/Part_I/Development/ct_54.pdf,True,CUAD_v1/full_contract_txt/ct_54.txt,True,True,,False,False,,,,,,
ct_55,Distributor,cuad,FuseMedicalInc_20190321_10-K_EX-10.43_11575454_EX-10.43_Distributor Agreement,CUAD_v1/full_contract_pdf/Part_I/Distributor/ct_55.pdf,True,CUAD_v1/full_contract_txt/ct_55.txt,True,True,,False,False,,,,,,
ct_56,Distributor,cuad,GentechHoldingsInc_20190808_1-A_EX1A-6 MAT CTRCT_11776814_EX1A-6 MAT CTRCT_Distributor Agreement,CUAD_v1/full_contract_pdf/Part_I/Distributor/ct_56.pdf,True,CUAD_v1/full_contract_txt/ct_56.txt,True,True,,False,False,,,,,,
ct_57,Distributor,cuad,ImineCorp_20180725_S-1_EX-10.5_11275970_EX-10.5_Distributor Agreement,CUAD_v1/full_contract_pdf/Part_I/Distributor/ct_57.pdf,True,CUAD_v1/full_contract_txt/ct_57.txt,True,True,,False,False,,,,,,
ct_58,Distributor,cuad,InnerscopeHearingTechnologiesInc_20181109_8-K_EX-10.6_11419704_EX-10.6_Distributor Agreement,CUAD_v1/full_contract_pdf/Part_I/Distributor/ct_58.pdf,True,CUAD_v1/full_contract_txt/ct_58.txt,True,True,,False,False,,,,,,
ct_59,Distributor,cuad,PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement,CUAD_v1/full_contract_pdf/Part_I/Distributor/ct_59.pdf,True,CUAD_v1/full_contract_txt/ct_59.txt,True,True,,False,False,,,,,,
ct_6,Affiliate_Agreements,cuad,SteelVaultCorp_20081224_10-K_EX-10.16_3074935_EX-10.16_Affiliate Agreement,CUAD_v1/full_contract_pdf/Part_I/Affiliate_Agreements/ct_6.pdf,True,CUAD_v1/full_contract_txt/ct_6.txt,True,True,,False,False,,,,,,
ct_60,Distributor,cuad,ScansourceInc_20190509_10-Q_EX-10.2_11661422_EX-10.2_Distributor Agreement,CUAD_v1/full_contract_pdf/Part_I/Distributor/ct_60.pdf,True,CUAD_v1/full_contract_txt/ct_60.txt,True,True,,False,False,,,,,,
ct_61,Distributor,cuad,ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1,CUAD_v1/full_contract_pdf/Part_I/Distributor/ct_61.pdf,True,CUAD_v1/full_contract_txt/ct_61.txt,True,True,,False,False,,,,,,
ct_62,Distributor,cuad,ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement2,CUAD_v1/full_contract_pdf/Part_I/Distributor/ct_62.pdf,True,CUAD_v1/full_contract_txt/ct_62.txt,True,True,,False,False,,,,,,
ct_63,Distributor,cuad,ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement,CUAD_v1/full_contract_pdf/Part_I/Distributor/ct_63.pdf,True,CUAD_v1/full_contract_txt/ct_63.txt,True,True,,False,False,,,,,,
ct_64,Distributor,cuad,SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement,CUAD_v1/full_contract_pdf/Part_I/Distributor/ct_64.pdf,True,CUAD_v1/full_contract_txt/ct_64.txt,True,True,,False,False,,,,,,
ct_65,Distributor,cuad,StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,CUAD_v1/full_contract_pdf/Part_I/Distributor/ct_65.pdf,True,CUAD_v1/full_contract_txt/ct_65.txt,True,True,,False,False,,,,,,
ct_66,Distributor,cuad,WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor Agreement,CUAD_v1/full_contract_pdf/Part_I/Distributor/ct_66.pdf,True,CUAD_v1/full_contract_txt/ct_66.txt,True,True,,False,False,,,,,,
ct_67,Distributor,cuad,ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,CUAD_v1/full_contract_pdf/Part_I/Distributor/ct_67.pdf,True,CUAD_v1/full_contract_txt/ct_67.txt,True,True,CUAD_v1/contract_raw_html/ct_67.html,True,True,,,,,,
ct_68,Endorsement,cuad,BerkshireHillsBancorpInc_20120809_10-Q_EX-10.16_7708169_EX-10.16_Endorsement Agreement,CUAD_v1/full_contract_pdf/Part_I/Endorsement/ct_68.pdf,True,CUAD_v1/full_contract_txt/ct_68.txt,True,True,,False,False,,,,,,
ct_69,Endorsement,cuad,BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement,CUAD_v1/full_contract_pdf/Part_I/Endorsement/ct_69.pdf,True,CUAD_v1/full_contract_txt/ct_69.txt,True,True,,False,False,,,,,,
ct_7,Affiliate_Agreements,cuad,TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement,CUAD_v1/full_contract_pdf/Part_I/Affiliate_Agreements/ct_7.pdf,True,CUAD_v1/full_contract_txt/ct_7.txt,True,True,,False,False,,,,,,
ct_70,Endorsement,cuad,EcoScienceSolutionsInc_20171117_8-K_EX-10.1_10956472_EX-10.1_Endorsement Agreement,CUAD_v1/full_contract_pdf/Part_I/Endorsement/ct_70.pdf,True,CUAD_v1/full_contract_txt/ct_70.txt,True,True,,False,False,,,,,,
ct_71,Endorsement,cuad,GridironBionutrientsInc_20171206_8-K_EX-10.1_10972555_EX-10.1_Endorsement Agreement,CUAD_v1/full_contract_pdf/Part_I/Endorsement/ct_71.pdf,True,CUAD_v1/full_contract_txt/ct_71.txt,True,True,,False,False,,,,,,
ct_72,Endorsement,cuad,GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement,CUAD_v1/full_contract_pdf/Part_I/Endorsement/ct_72.pdf,True,CUAD_v1/full_contract_txt/ct_72.txt,True,True,,False,False,,,,,,
ct_73,Endorsement,cuad,LegacyEducationAllianceInc_20141110_8-K_EX-10.9_8828866_EX-10.9_Endorsement Agreement,CUAD_v1/full_contract_pdf/Part_I/Endorsement/ct_73.pdf,True,CUAD_v1/full_contract_txt/ct_73.txt,True,True,,False,False,,,,,,
ct_74,Endorsement,cuad,LifewayFoodsInc_20160316_10-K_EX-10.24_9489766_EX-10.24_Endorsement Agreement,CUAD_v1/full_contract_pdf/Part_I/Endorsement/ct_74.pdf,True,CUAD_v1/full_contract_txt/ct_74.txt,True,True,,False,False,,,,,,
ct_75,Endorsement,cuad,NakedBrandGroupInc_20150731_POS AM (on S-1)_EX-10.75_9196027_EX-10.75_Endorsement Agreement,CUAD_v1/full_contract_pdf/Part_I/Endorsement/ct_75.pdf,True,CUAD_v1/full_contract_txt/ct_75.txt,True,True,,False,False,,,,,,
ct_76,Endorsement,cuad,PapaJohnsInternationalInc_20190617_8-K_EX-10.1_11707365_EX-10.1_Endorsement Agreement,CUAD_v1/full_contract_pdf/Part_I/Endorsement/ct_76.pdf,True,CUAD_v1/full_contract_txt/ct_76.txt,True,True,,False,False,,,,,,
ct_77,Endorsement,cuad,PerformanceSportsBrandsInc_20110909_S-1_EX-10.10_7220214_EX-10.10_Endorsement Agreement,CUAD_v1/full_contract_pdf/Part_I/Endorsement/ct_77.pdf,True,CUAD_v1/full_contract_txt/ct_77.txt,True,True,CUAD_v1/contract_raw_html/ct_77.html,True,True,,,,,,
ct_78,Endorsement,cuad,PharmagenInc_20120803_8-KA_EX-10.1_7693204_EX-10.1_Endorsement Agreement,CUAD_v1/full_contract_pdf/Part_I/Endorsement/ct_78.pdf,True,CUAD_v1/full_contract_txt/ct_78.txt,True,True,,False,False,,,,,,
ct_79,Endorsement,cuad,PrudentialBancorpInc_20170606_8-K_EX-10.4_10474434_EX-10.4_Endorsement Agreement,CUAD_v1/full_contract_pdf/Part_I/Endorsement/ct_79.pdf,True,CUAD_v1/full_contract_txt/ct_79.txt,True,True,,False,False,,,,,,
ct_8,Affiliate_Agreements,cuad,UnionDentalHoldingsInc_20050204_8-KA_EX-10_3345577_EX-10_Affiliate Agreement,CUAD_v1/full_contract_pdf/Part_I/Affiliate_Agreements/ct_8.pdf,True,CUAD_v1/full_contract_txt/ct_8.txt,True,True,,False,False,,,,,,
ct_80,Endorsement,cuad,ThriventVariableInsuranceAccountB_20190701_N-6_EX-99.D(IV)_11720968_EX-99.D(IV)_Endorsement Agreement,CUAD_v1/full_contract_pdf/Part_I/Endorsement/ct_80.pdf,True,CUAD_v1/full_contract_txt/ct_80.txt,True,True,,False,False,,,,,,
ct_81,Franchise,cuad,PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,CUAD_v1/full_contract_pdf/Part_I/Franchise/ct_81.pdf,True,CUAD_v1/full_contract_txt/ct_81.txt,True,True,CUAD_v1/contract_raw_html/ct_81.html,True,True,,,,,,
ct_82,Franchise,cuad,PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement3,CUAD_v1/full_contract_pdf/Part_I/Franchise/ct_82.pdf,True,CUAD_v1/full_contract_txt/ct_82.txt,True,True,,False,False,,,,,,
ct_83,Franchise,cuad,RgcResourcesInc_20151216_8-K_EX-10.3_9372751_EX-10.3_Franchise Agreement,CUAD_v1/full_contract_pdf/Part_I/Franchise/ct_83.pdf,True,CUAD_v1/full_contract_txt/ct_83.txt,True,True,,False,False,,,,,,
ct_84,Franchise,cuad,SimplicityEsportsGamingCompany_20181130_8-K_EX-10.1_11444071_EX-10.1_Franchise Agreement,CUAD_v1/full_contract_pdf/Part_I/Franchise/ct_84.pdf,True,CUAD_v1/full_contract_txt/ct_84.txt,True,True,,False,False,,,,,,
ct_85,Franchise,cuad,SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1,CUAD_v1/full_contract_pdf/Part_I/Franchise/ct_85.pdf,True,CUAD_v1/full_contract_txt/ct_85.txt,True,True,CUAD_v1/contract_raw_html/ct_85.html,True,True,,,,,,
ct_86,Franchise,cuad,SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement2,CUAD_v1/full_contract_pdf/Part_I/Franchise/ct_86.pdf,True,CUAD_v1/full_contract_txt/ct_86.txt,True,True,,False,False,,,,,,
ct_87,Franchise,cuad,SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement3,CUAD_v1/full_contract_pdf/Part_I/Franchise/ct_87.pdf,True,CUAD_v1/full_contract_txt/ct_87.txt,True,True,,False,False,,,,,,
ct_88,Franchise,cuad,SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement4,CUAD_v1/full_contract_pdf/Part_I/Franchise/ct_88.pdf,True,CUAD_v1/full_contract_txt/ct_88.txt,True,True,,False,False,,,,,,
ct_89,Hosting,cuad,Freecook_20180605_S-1_EX-10.3_11233807_EX-10.3_Hosting Agreement,CUAD_v1/full_contract_pdf/Part_I/Hosting/ct_89.pdf,True,CUAD_v1/full_contract_txt/ct_89.txt,True,True,,False,False,,,,,,
ct_9,Affiliate_Agreements,cuad,UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2,CUAD_v1/full_contract_pdf/Part_I/Affiliate_Agreements/ct_9.pdf,True,CUAD_v1/full_contract_txt/ct_9.txt,True,True,,False,False,,,,,,
ct_90,Hosting,cuad,PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement,CUAD_v1/full_contract_pdf/Part_I/Hosting/ct_90.pdf,True,CUAD_v1/full_contract_txt/ct_90.txt,True,True,,False,False,,,,,,
ct_91,Hosting,cuad,QuantumGroupIncFl_20090120_8-K_EX-99.2_3672910_EX-99.2_Hosting Agreement,CUAD_v1/full_contract_pdf/Part_I/Hosting/ct_91.pdf,True,CUAD_v1/full_contract_txt/ct_91.txt,True,True,,False,False,,,,,,
ct_92,Hosting,cuad,VitalibisInc_20180316_8-K_EX-10.2_11100168_EX-10.2_Hosting Agreement,CUAD_v1/full_contract_pdf/Part_I/Hosting/ct_92.pdf,True,CUAD_v1/full_contract_txt/ct_92.txt,True,True,,False,False,,,,,,
ct_93,IP,cuad,ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement,CUAD_v1/full_contract_pdf/Part_I/IP/ct_93.pdf,True,CUAD_v1/full_contract_txt/ct_93.txt,True,True,,False,False,,,,,,
ct_94,IP,cuad,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement,CUAD_v1/full_contract_pdf/Part_I/IP/ct_94.pdf,True,CUAD_v1/full_contract_txt/ct_94.txt,True,True,CUAD_v1/contract_raw_html/ct_94.html,True,True,,,,,,
ct_95,IP,cuad,GarrettMotionInc_20181001_8-K_EX-2.4_11364532_EX-2.4_Intellectual Property Agreement,CUAD_v1/full_contract_pdf/Part_I/IP/ct_95.pdf,True,CUAD_v1/full_contract_txt/ct_95.txt,True,True,CUAD_v1/contract_raw_html/ct_95.html,True,True,,,,,,
ct_96,IP,cuad,RareElementResourcesLtd_20171019_SC 13D_EX-99.4_10897534_EX-99.4_Intellectual Property Agreement,CUAD_v1/full_contract_pdf/Part_I/IP/ct_96.pdf,True,CUAD_v1/full_contract_txt/ct_96.txt,True,True,,False,False,,,,,,
ct_97,Joint Venture,cuad,ACCELERATEDTECHNOLOGIESHOLDINGCORP_04_24_2003-EX-10.13-JOINT VENTURE AGREEMENT,CUAD_v1/full_contract_pdf/Part_I/Joint Venture/ct_97.PDF,True,CUAD_v1/full_contract_txt/ct_97.txt,True,True,,False,False,,,,,,
ct_98,Joint Venture,cuad,"BORROWMONEYCOM,INC_06_11_2020-EX-10.1-JOINT VENTURE AGREEMENT",CUAD_v1/full_contract_pdf/Part_I/Joint Venture/ct_98.PDF,True,CUAD_v1/full_contract_txt/ct_98.txt,True,True,,False,False,,,,,,
ct_99,Joint Venture,cuad,"GALERATHERAPEUTICS,INC_02_14_2020-EX-99.A-JOINT FILING AGREEMENT",CUAD_v1/full_contract_pdf/Part_I/Joint Venture/ct_99.PDF,True,CUAD_v1/full_contract_txt/ct_99.txt,True,True,,False,False,,,,,,
